original,Error,Corrected
ආරච්චිගේ,ආරච්චිගේ,ආරච්චිගේ
මොහමඩ්,මොහමඩ්,මොහමඩ්
කුමාරි,කුමාර,කුමාර
ඉරිදේරාජා,මදෙද්‍රොජා,මදෙද්‍රොජා
උම්මු,උම්මු,උම්මු
විජිතා,විපිවතා,විපිවතා
අබුබකර්,ඞඅබුබබර්,ඞඅබුබබර්
බෙන්තොටගේ,බෙන්තොටගේ,බෙන්තොටගේ
ආරච්චිලාගේ,ආරච්චිලාගේ,ආරච්චිලාගේ
පින්දොරිස්,පින්දොරස්,පින්දොරස්
කළුවාගේ,කළුවාගේ,කළුවාගේ
අනුරසිරි,අනුරසිට,අනුරසිට
කුමාරි,කුමාර,කුමාර
ඩිලන්ති,ඞඬඩිලන්නි,ඞඬඩිලන්නි
ඉමාෂා,ඉමොෂා,ඉමොෂා
නිරෝශණී,නිරෝගය,නිරෝගය
වන්නිඅච්චිගේ,වන්නිඅච්චිගේ,වන්නිඅච්චිගේ
ලීලාවතී,ලීලාවවී,ලීලාවවී
අමුර්ද,අමුර්ථ්‍ර,අමුර්ථ්‍ර
මාතරගේ,මාතරගේ,මාතරගේ
රණවීරගේ,රණවීරගේ,රණවීරගේ
විතෑරුම්,ඞඈවිතෑරැම්,ඞඈවිතෑරැම්
එදිරිවීර,චිදර්වීරථ,චිදර්වීරථ
සරණපාල,සරණපාල,සරණපාල
රිස්මියා,ඊඊස්ම්යා,ඊඊස්ම්යා
මැන්ඩිස්,මැන්ඩ්ස්,මැන්ඩ්ස්
ගුණරත්න,ගුණරන්නං,ගුණරන්නං
ජයරත්න,පයරත්න,පයරත්න
ස්මයිල්,ස්මයිල්,ස්මයිල්
අක්රම්,අක්‍රම්,අක්‍රම්
දීපානී,ඉදිරානී,ඉදිරානී
වඩ්රායන්,වඩ්රායන්,වඩ්රායන්
සඳනිකා,සඳනිකා,සඳනිකා
මොහමඩ්,මොහමඩ්,මොහමඩ්
දේවගේ,දේවගේ,දේවගේ
ලලිතා,ලලිතා,ලලිතා
වීරසිංහ,විරසිංහ,විරසිංහ
ආරුමුගම්,ආරැුමුගම්,ආරැුමුගම්
ඉෆ්කාන්,ඞමඉලෆේකාන්,ඞමඉලෆේකාන්
කහකච්චි,කනකච්චි,කනකච්චි
ප්‍රසන්න,ප්‍රසන්න,ප්‍රසන්න
පෙරේරා,පෙරේරා,පෙරේරා
ආරච්චිගේ,ආරචඞ්ච්ගේ,ආරචඞ්ච්ගේ
දිලුම්,දිළමම්,දිළමම්
සීලධජ,ඩීලධප්,ඩීලධප්
ප්‍රනාන්දු,ප්‍රනාන්ද්‍රා,ප්‍රනාන්ද්‍රා
චමින්ද,ඞචම්න්ලා,ඞචම්න්ලා
නයනජිත්,නයනජිත්,නයනජිත්
හේරත්,්‍යනේරත්,්‍යනේරත්
තන්ත්‍රිගේ,ඞතන්බ්‍රිගේ,ඞතන්බ්‍රිගේ
වීරසේකර,ඞචීරසේකර,ඞචීරසේකර
මොහමඩ්,මොහමඩ්,මොහමඩ්
පාරුක්,පාරුක්,පාරුක්
දසනායක,දසනායක,දසනායක
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
කම්මල්ගොඩ,කම්මල්ගොඩ,කම්මල්ගොඩ
හකුරු,නතබරු,නතබරු
දිලේකා,ඞඝදිලේකා,ඞඝදිලේකා
කුෂාන්,කුෂාන්,කුෂාන්
ලෝහිද,ලෝභහිල,ලෝභහිල
කස්තුරි,කස්තුළු,කස්තුළු
සෙව්වන්දි,සෙච්වන්දි,සෙච්වන්දි
හර්ෂ,හර්ශ,හර්ශ
මොහමඩ්,ශඈමොහමඩ්,ශඈමොහමඩ්
පිටිදුව,රසිටිදුව,රසිටිදුව
මානවඩුගේ,මානවඩුගේ,මානවඩුගේ
සසිකුමාර්,ඞඇසසිකුමාර්,ඞඇසසිකුමාර්
මහේෂ්,ඞඛමහේෂ්,ඞඛමහේෂ්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
සුබෝදිනී,සුබෝදනී,සුබෝදනී
නිරෝෂා,නිරෝෂා,නිරෝෂා
මුණවීර,මුණවීර,මුණවීර
පේඩිගෙදර,පේඩිගෙදමර,පේඩිගෙදමර
නොහොත්,නොහොත්,නොහොත්
කුමාර,කුමාර,කුමාර
ෆිර්දවුස්,ෆිර්දුවුස්,ෆිර්දුවුස්
ලක්‍ෂි,ලක්‍ක්රෂි,ලක්‍ක්රෂි
රාජපක්‍ෂ,රාජපක්ත,රාජපක්ත
තෙන්නකෝන්,තෙන්නකෝන්,තෙන්නකෝන්
සින්නයියා,සින්නයියා,සින්නයියා
රාජපක්‍ෂ,රාජපක්තක,රාජපක්තක
පේහාමි,ශෂඡේහාම්,ශෂඡේහාම්
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
සේනක,සේනන,සේනන
කදිර්කාමනාදන්,කදිර්කාමනාදන්,කදිර්කාමනාදන්
ගමගේ,ඞගමගේ,ඞගමගේ
මහීපාල,ඞමනීපාල,ඞමනීපාල
මුදියන්සේලාගේ,මුදියන්සේලාගේ,මුදියන්සේලාගේ
සංජිමාල්,සංජිමාල්,සංජිමාල්
බංඩා,බැඩා,බැඩා
කොස්වත්ත,කොස්වත්ත,කොස්වත්ත
ආමලාගේ,ආමලාගේ,ආමලාගේ
නන්දාසාර,නන්දාසාර,නන්දාසාර
ලක්‍ෂිත,ලකක්‍්ෂිනත,ලකක්‍්ෂිනත
මොහමඩ්,මොහමඩ්,මොහමඩ්
පටබැඳි,පටබැඳි,පටබැඳි
ප්‍රේමාවතී,ප්‍රේමාවනී,ප්‍රේමාවනී
පත්තිනිකුට්ටිගේ,පත්තිනිකුටිටිගේ,පත්තිනිකුටිටිගේ
යද්දෙස්සලාගේ,යද්දෙස්සලාගේ,යද්දෙස්සලාගේ
සිරිවර්ධන,සිරවර්ධටයා,සිරවර්ධටයා
මේබල්,මේඛල්,මේඛල්
ක්‍රිශාන්ත,බ්‍රිශාන්න,බ්‍රිශාන්න
මුහම්මදු,මුනම්මටද්‍රු,මුනම්මටද්‍රු
මරක්කලගේ,මරක්කලගේ,මරක්කලගේ
පණ්ඩිත,පණ්ඩිත,පණ්ඩිත
සය්රා,සරා,සරා
දිනුක,දිනුක,දිනුක
ජයරත්න,ජයරත්න,ජයරත්න
සිරියා,සිරයා,සිරයා
අකුරංගේ,අකුරංගේ,අකුරංගේ
පතිරනගේ,පතිරනගේ,පතිරනගේ
රත්නායක,රත්නායක,රත්නායක
දුමින්ද,දුමින්ද,දුමින්ද
සකීලා,සබ්ලා,සබ්ලා
කනේසමූර්ති,කනේසමූරනි,කනේසමූරනි
කීර්ති,බීර්ති,බීර්ති
රම්මුතු,රම්මුතු,රම්මුතු
පොන්සේකා,පොන්සේකා,පොන්සේකා
මනුජ,මනුජ,මනුජ
මානෙල්,මානෙල්,මානෙල්
පතිරණලාගේ,පනිරණලාගේ,පනිරණලාගේ
කමුර්දීන්,කමුර්දින්,කමුර්දින්
සොදිරංගල,සොදිරංගළු,සොදිරංගළු
මොහොට්ටි,මොහොට්ටි,මොහොට්ටි
සේනානායක,සේනානායක,සේනානායක
නජීම්,නරිම්,නරිම්
තිලක්,තිලක්,තිලක්
සේනානායක,සේනානායක,සේනානායක
තිලකසිරි,නිලකසිරි,නිලකසිරි
ජයසිංහ,ජයසිංහ,ජයසිංහ
